Version,Trigger_Name,Name,Time(MJD),Trigger_Time(MJD),Trigger_Type,Trigger_Timescale(ms),Detector_Mask,Long(Degrees),Lat(Degrees)
1 ,bn220521981 ,SGR220521981 ,  59720.9796771 ,  59720.9812359 ,SGR ,  16 ,00100000001000 ,159.5833 , 18.6000
1 ,bn220521972 ,GRB220521972 ,  59720.9708707 ,  59720.9724737 ,GRB , 256 ,00000000001100 ,118.0333 ,  0.0000
1 ,bn220520923 ,SFLARE22052092 ,  59719.9219149 ,  59719.9234768 ,SFLARE ,  64 ,11000000000000 ,178.4000 , 15.1667
1 ,bn220520876 ,GRB220520876 ,  59719.8746020 ,  59719.8761309 ,GRB ,1024 ,10000000011000 ,303.1500 , 16.4333
1 ,bn220520520 ,SFLARE22052052 ,  59719.5190975 ,  59719.5198045 ,SFLARE ,  64 ,01000100000000 ,288.1500 , -1.9833
1 ,bn220520322 ,SFLARE22052032 ,  59719.3199339 ,  59719.3215054 ,SFLARE ,  64 ,01010000000000 ,359.4333 , -2.7667
1 ,bn220520007 ,SFLARE22052000 ,  59719.0051251 ,  59719.0067155 ,SFLARE ,  64 ,01000100000000 ,195.7500 , 24.7667
0 ,bn220519495 ,TGF220519495 ,  59718.4935093 ,  59718.4950738 ,TGF ,  16 ,00110000000010 ,115.7833 ,  6.3333
1 ,bn220519421 ,SFLARE22051942 ,  59718.4197444 ,  59718.4213322 ,SFLARE ,  64 ,01000100000000 ,101.8667 , 21.2833
0 ,bn220518717 ,GRB220518717 ,  59717.7149951 ,  59717.7165773 ,GRB ,1024 ,11000000000000 ,111.2833 ,-21.5833
1 ,bn220516525 ,GRB220516525 ,  59715.5232245 ,  59715.5247416 ,GRB ,2048 ,01100100000000 ,124.9167 ,  7.8667
1 ,bn220515000 ,SFLARE22051500 ,  59713.9986811 ,  59714.0002223 ,SFLARE ,  64 ,00001100000000 ,290.2833 , 20.7333
1 ,bn220514517 ,GRB220514517 ,  59713.5154859 ,  59713.5170444 ,GRB ,1024 ,00100000001000 ,348.3833 ,  3.9500
0 ,bn220513865 ,GRB220513865 ,  59712.8637972 ,  59712.8653768 ,GRB ,  64 ,00100100000000 ,271.1667 , 20.5667
0 ,bn220513626 ,TGF220513626 ,  59712.6246410 ,  59712.6261584 ,TGF ,  16 ,00011000000010 ,136.4833 , -4.1667
0 ,bn220512789 ,TGF220512789 ,  59711.7874622 ,  59711.7890472 ,TGF ,  16 ,00000000000011 ,201.3500 ,-21.3000
0 ,bn220512211 ,GRB220512211 ,  59711.2094444 ,  59711.2110552 ,GRB ,  64 ,00001000100000 ,135.4667 , 12.4167
2 ,bn220511843 ,UNCERT22051184 ,  59710.8412689 ,  59710.8428222 ,UNCERT ,  16 ,00000000000011 , 64.9167 , -0.6167
1 ,bn220511571 ,GRB220511571 ,  59710.5692393 ,  59710.5707971 ,GRB , 128 ,00000000100100 ,124.0500 , 17.0333
1 ,bn220510147 ,GRB220510147 ,  59709.1450598 ,  59709.1466013 ,GRB ,  16 ,00001100100000 , 77.5167 ,-24.3000
0 ,bn220508939 ,GRB220508939 ,  59707.9378975 ,  59707.9394620 ,GRB ,1024 ,00101000000000 , 54.6000 , -1.5333
1 ,bn220508817 ,SFLARE22050881 ,  59707.8150921 ,  59707.8166329 ,SFLARE ,4096 ,01011000000000 ,147.0667 ,-20.3500
1 ,bn220508517 ,SFLARE22050851 ,  59707.5155692 ,  59707.5171118 ,SFLARE ,  64 ,00010100000000 , 63.0833 , 15.9000
1 ,bn220507629 ,SFLARE22050762 ,  59706.6276535 ,  59706.6292373 ,SFLARE ,  64 ,00100100000000 ,226.5500 ,-21.0833
1 ,bn220507423 ,GRB220507423 ,  59706.4228869 ,  59706.4229832 ,GRB ,  64 ,10000000010000 ,259.1667 , -4.7833
0 ,bn220507092 ,TGF220507092 ,  59706.0901662 ,  59706.0917142 ,TGF ,  16 ,00001100000010 , 14.5833 , -1.7333
0 ,bn220506826 ,TGF220506826 ,  59705.8244287 ,  59705.8260108 ,TGF ,  16 ,00010100000010 ,103.8167 ,  2.3333
1 ,bn220505552 ,SFLARE22050555 ,  59704.5507302 ,  59704.5522980 ,SFLARE ,  64 ,00010100000000 ,101.1833 , 23.3833
0 ,bn220504816 ,SFLARE22050481 ,  59703.8148203 ,  59703.8164126 ,SFLARE ,  64 ,00100100000000 ,318.6000 ,  5.1667
0 ,bn220504172 ,TGF220504172 ,  59703.1716789 ,  59703.1717769 ,TGF ,  16 ,00001100000000 ,281.2667 , 25.5333
1 ,bn220504011 ,SFLARE22050401 ,  59703.0093047 ,  59703.0109107 ,SFLARE ,  64 ,01100100000000 ,184.5167 ,-22.5000
1 ,bn220503557 ,SFL220503557 ,  59702.5552581 ,  59702.5567862 ,SFLARE ,  64 ,01000100000000 , 33.5167 , -8.2167
1 ,bn220503065 ,SFLARE22050306 ,  59702.0635422 ,  59702.0651100 ,SFLARE ,  64 ,01000100000000 , 50.8333 ,  0.4833
1 ,bn220501828 ,GRB220501828 ,  59700.8260646 ,  59700.8276706 ,GRB ,1024 ,00001100000000 ,235.3000 ,-25.6500
1 ,bn220501478 ,SGR220501478 ,  59700.4762725 ,  59700.4777910 ,SGR ,  64 ,00000011000000 ,257.6000 ,  8.4500
1 ,bn220501344 ,SFL220501344 ,  59700.3426697 ,  59700.3442438 ,SFLARE ,  64 ,00010100000000 ,298.7833 , 11.8667
1 ,bn220501201 ,SGR220501201 ,  59700.1995415 ,  59700.2011140 ,SGR ,  16 ,00001011100000 ,288.4833 , 25.6500
0 ,bn220430900 ,GRB220430900 ,  59699.8983976 ,  59699.8999977 ,GRB ,2048 ,00000010110000 ,194.1333 ,-23.6833
1 ,bn220430823 ,SFLARE22043082 ,  59699.8218600 ,  59699.8233986 ,SFLARE ,  64 ,00001100000000 ,165.7000 , -4.4833
0 ,bn220430228 ,SFL220430228 ,  59699.2264580 ,  59699.2279844 ,SFLARE ,  64 ,00100100000000 , 17.5000 , -1.0667
0 ,bn220429867 ,TGF220429867 ,  59698.8650442 ,  59698.8666148 ,TGF ,  16 ,00000010000111 ,338.3500 ,  4.8333
1 ,bn220429306 ,SFL220429306 ,  59698.3044293 ,  59698.3059582 ,SFLARE ,2048 ,00010100000000 ,  6.0000 , -5.5167
0 ,bn220426299 ,GRB220426299 ,  59695.2975128 ,  59695.2990299 ,GRB ,2048 ,01000000010000 ,191.6333 , -4.1167
0 ,bn220426285 ,GRB220426285 ,  59695.2830993 ,  59695.2846208 ,GRB ,  64 ,10000100010000 ,117.5500 ,-25.5833
0 ,bn220425166 ,SFLARE22042516 ,  59694.1648531 ,  59694.1664420 ,SFLARE ,  64 ,00001100000000 ,191.2833 ,-23.5500
2 ,bn220424481 ,GRB220424481 ,  59693.4795365 ,  59693.4811247 ,GRB ,4096 ,00000000011100 ,305.0333 , 10.9667
1 ,bn220423354 ,SGR220423354 ,  59692.3526814 ,  59692.3541985 ,SGR ,  64 ,00000011000000 ,332.9167 , 20.2500
3 ,bn220423109 ,SGR220423109 ,  59692.1079374 ,  59692.1094832 ,SGR ,  16 ,00000010010100 ,162.3500 ,-19.8167
1 ,bn220422558 ,SFLARE22042255 ,  59691.5579147 ,  59691.5580143 ,SFLARE ,  64 ,00100100000000 ,241.2667 , 24.7667
1 ,bn220421535 ,SFLARE22042153 ,  59690.5337858 ,  59690.5353595 ,SFLARE ,  64 ,00100100000000 , 79.3167 ,-24.5500
0 ,bn220421346 ,GRB220421346 ,  59690.3442274 ,  59690.3457700 ,GRB ,  64 ,00110100000000 ,195.7000 ,-11.9833
0 ,bn220420260 ,TGF220420260 ,  59689.2583106 ,  59689.2598322 ,TGF ,  16 ,00000000001100 , 70.1000 ,  5.4000
1 ,bn220420050 ,SFLARE22042005 ,  59689.0487040 ,  59689.0503033 ,SFLARE ,  64 ,00001100000000 , 84.4667 , 24.6500
1 ,bn220419942 ,SFLARE22041994 ,  59688.9401520 ,  59688.9417591 ,SFLARE ,  64 ,01000100000000 ,248.1333 ,-19.9667
3 ,bn220419865 ,SFL220419865 ,  59688.8631602 ,  59688.8647484 ,SFLARE ,4096 ,10010100000000 ,219.9167 ,  3.2833
0 ,bn220419410 ,SFLARE22041941 ,  59688.4089314 ,  59688.4104655 ,SFLARE ,  64 ,11000100000000 , 65.6667 ,-14.0667
0 ,bn220419200 ,SFL220419200 ,  59688.1981828 ,  59688.1997683 ,SFLARE ,  64 ,11000000000000 , 79.0667 , 14.3333
0 ,bn220419156 ,TGF220419156 ,  59688.1549336 ,  59688.1564934 ,TGF ,  16 ,00000001001001 ,216.3167 ,-25.5000
2 ,bn220418720 ,GRB220418720 ,  59687.7181780 ,  59687.7196950 ,GRB ,1024 ,00000001000100 ,151.3167 , 18.1000
0 ,bn220418661 ,GRB220418661 ,  59687.6595118 ,  59687.6610981 ,GRB ,  64 ,00010000010000 ,215.7333 , 25.4333
0 ,bn220418286 ,TGF220418286 ,  59687.2841730 ,  59687.2857754 ,TGF ,  16 ,00000101000011 ,105.2500 , -8.2000
0 ,bn220418167 ,UNRELOC2204181 ,  59687.1650210 ,  59687.1665614 ,UNCERT ,  64 ,01000100000000 ,220.5833 ,-25.4833
1 ,bn220418130 ,SFLARE22041813 ,  59687.1283667 ,  59687.1299449 ,SFLARE ,  64 ,00100100000000 , 32.1000 , 23.7167
0 ,bn220417939 ,SFL220417939 ,  59686.9370371 ,  59686.9386475 ,SFLARE ,  64 ,01000100000000 ,142.6000 , 24.4667
0 ,bn220417578 ,GRB220417578 ,  59686.5766651 ,  59686.5781940 ,GRB ,2048 ,00001000100000 ,110.2167 ,-21.9333
0 ,bn220417226 ,TGF220417226 ,  59686.2245159 ,  59686.2260379 ,TGF ,  16 ,00000000100111 ,116.2333 ,  0.5667
1 ,bn220417141 ,SFLARE22041714 ,  59686.1395551 ,  59686.1410848 ,SFLARE ,  64 ,01000100000000 , 42.3167 , 24.5667
0 ,bn220415645 ,GRB220415645 ,  59684.6435500 ,  59684.6451352 ,GRB , 512 ,00100000001000 ,352.8167 , -6.5167
1 ,bn220415550 ,SFLARE22041555 ,  59684.5483820 ,  59684.5499702 ,SFLARE ,2048 ,00001100000000 ,227.1167 , 14.6000
0 ,bn220415133 ,LOCLPAR2204151 ,  59684.1313868 ,  59684.1329868 ,LOCLPAR ,2048 ,11000000000000 ,270.1667 ,-24.9000
2 ,bn220414591 ,UNCERT22041459 ,  59683.5891818 ,  59683.5907279 ,UNCERT ,  16 ,00000000000011 , 28.4833 , -9.9833
1 ,bn220413167 ,GRB220413167 ,  59682.1658179 ,  59682.1674164 ,GRB , 256 ,00000000100100 ,350.0333 , -0.1167
2 ,bn220412713 ,GRB220412713 ,  59681.7115068 ,  59681.7130676 ,GRB ,  16 ,11010100000000 ,195.8500 , 16.4667
0 ,bn220412606 ,TGF220412606 ,  59681.6041818 ,  59681.6057891 ,TGF ,  16 ,00100000001100 , 13.6667 ,  1.5167
1 ,bn220411732 ,UNCERT22041173 ,  59680.7301851 ,  59680.7317901 ,UNCERT ,  16 ,11000000000010 ,247.0500 , 25.4333
0 ,bn220411306 ,GRB220411306 ,  59680.3040209 ,  59680.3055617 ,GRB , 512 ,10010000000000 ,240.5500 ,-24.6333
0 ,bn220410697 ,TGF220410697 ,  59679.6949839 ,  59679.6965508 ,TGF ,  16 ,00000000000011 , 19.3167 , -9.3000
1 ,bn220408311 ,GRB220408311 ,  59677.3096360 ,  59677.3111649 ,GRB , 256 ,00000001010100 ,129.5833 , 12.1833
1 ,bn220408240 ,GRB220408240 ,  59677.2387265 ,  59677.2403288 ,GRB , 128 ,00000001000100 ,129.5333 , 20.8333
1 ,bn220407167 ,GRB220407167 ,  59676.1655753 ,  59676.1671545 ,GRB , 256 ,00100100000000 , 64.9333 , 12.4000
